<DATE>,<VOL>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
15/10/18,1052,114330.0000000,114380.0000000,114330.0000000,114380.0000000
15/10/18,509,114380.0000000,114400.0000000,114340.0000000,114370.0000000
15/10/18,747,114370.0000000,114380.0000000,114230.0000000,114250.0000000
15/10/18,315,114230.0000000,114290.0000000,114230.0000000,114230.0000000
15/10/18,769,114240.0000000,114240.0000000,114160.0000000,114230.0000000
15/10/18,696,114230.0000000,114330.0000000,114200.0000000,114280.0000000
15/10/18,217,114290.0000000,114340.0000000,114290.0000000,114290.0000000
15/10/18,719,114300.0000000,114320.0000000,114140.0000000,114170.0000000
15/10/18,419,114180.0000000,114190.0000000,114150.0000000,114180.0000000
15/10/18,427,114170.0000000,114200.0000000,114140.0000000,114170.0000000
15/10/18,544,114160.0000000,114200.0000000,114150.0000000,114160.0000000
15/10/18,346,114160.0000000,114220.0000000,114150.0000000,114200.0000000
15/10/18,605,114210.0000000,114250.0000000,114120.0000000,114180.0000000
15/10/18,283,114170.0000000,114190.0000000,114120.0000000,114140.0000000
15/10/18,419,114150.0000000,114210.0000000,114140.0000000,114160.0000000
15/10/18,639,114160.0000000,114190.0000000,114110.0000000,114190.0000000
15/10/18,841,114190.0000000,114260.0000000,114180.0000000,114260.0000000
15/10/18,940,114260.0000000,114320.0000000,114250.0000000,114290.0000000
15/10/18,1022,114290.0000000,114330.0000000,114270.0000000,114310.0000000
15/10/18,1226,114290.0000000,114350.0000000,114240.0000000,114330.0000000
15/10/18,347,114350.0000000,114350.0000000,114260.0000000,114270.0000000
15/10/18,651,114270.0000000,114270.0000000,114200.0000000,114200.0000000
15/10/18,278,114200.0000000,114300.0000000,114200.0000000,114290.0000000
15/10/18,262,114290.0000000,114320.0000000,114220.0000000,114260.0000000
15/10/18,531,114240.0000000,114250.0000000,114180.0000000,114230.0000000
15/10/18,142,114240.0000000,114240.0000000,114200.0000000,114230.0000000
15/10/18,166,114250.0000000,114280.0000000,114220.0000000,114260.0000000
15/10/18,240,114260.0000000,114260.0000000,114200.0000000,114210.0000000
15/10/18,586,114200.0000000,114300.0000000,114190.0000000,114290.0000000
15/10/18,1471,114280.0000000,114440.0000000,114260.0000000,114420.0000000
15/10/18,1114,114400.0000000,114450.0000000,114360.0000000,114390.0000000
15/10/18,315,114390.0000000,114420.0000000,114360.0000000,114370.0000000
15/10/18,365,114360.0000000,114410.0000000,114340.0000000,114340.0000000
15/10/18,284,114340.0000000,114420.0000000,114340.0000000,114410.0000000
15/10/18,620,114410.0000000,114420.0000000,114340.0000000,114350.0000000
15/10/18,822,114360.0000000,114400.0000000,114310.0000000,114310.0000000
15/10/18,671,114320.0000000,114350.0000000,114230.0000000,114270.0000000
15/10/18,1040,114260.0000000,114300.0000000,114180.0000000,114250.0000000
15/10/18,323,114240.0000000,114290.0000000,114220.0000000,114240.0000000
15/10/18,407,114230.0000000,114270.0000000,114210.0000000,114250.0000000
15/10/18,381,114260.0000000,114260.0000000,114180.0000000,114190.0000000
15/10/18,431,114200.0000000,114310.0000000,114200.0000000,114290.0000000
15/10/18,441,114300.0000000,114370.0000000,114280.0000000,114370.0000000
15/10/18,214,114380.0000000,114380.0000000,114340.0000000,114340.0000000
15/10/18,379,114330.0000000,114360.0000000,114250.0000000,114270.0000000
15/10/18,300,114270.0000000,114360.0000000,114270.0000000,114340.0000000
15/10/18,182,114330.0000000,114340.0000000,114280.0000000,114300.0000000
15/10/18,263,114310.0000000,114360.0000000,114300.0000000,114310.0000000
15/10/18,150,114330.0000000,114370.0000000,114310.0000000,114370.0000000
15/10/18,4227,114370.0000000,114380.0000000,113960.0000000,114110.0000000
15/10/18,1498,114100.0000000,114140.0000000,114040.0000000,114090.0000000
15/10/18,494,114080.0000000,114110.0000000,114020.0000000,114030.0000000
15/10/18,605,114030.0000000,114090.0000000,114010.0000000,114070.0000000
15/10/18,1030,114080.0000000,114110.0000000,114040.0000000,114110.0000000
15/10/18,836,114090.0000000,114110.0000000,114010.0000000,114020.0000000
15/10/18,968,114020.0000000,114230.0000000,114020.0000000,114210.0000000
15/10/18,511,114200.0000000,114220.0000000,114130.0000000,114170.0000000
15/10/18,224,114180.0000000,114200.0000000,114130.0000000,114150.0000000
15/10/18,201,114160.0000000,114180.0000000,114140.0000000,114150.0000000
15/10/18,312,114140.0000000,114200.0000000,114140.0000000,114160.0000000
15/10/18,441,114160.0000000,114170.0000000,114090.0000000,114150.0000000
15/10/18,195,114160.0000000,114200.0000000,114140.0000000,114180.0000000
15/10/18,130,114170.0000000,114190.0000000,114150.0000000,114180.0000000
15/10/18,1181,114190.0000000,114360.0000000,114190.0000000,114310.0000000
15/10/18,548,114320.0000000,114350.0000000,114290.0000000,114350.0000000
15/10/18,856,114350.0000000,114400.0000000,114320.0000000,114340.0000000
15/10/18,292,114330.0000000,114340.0000000,114260.0000000,114300.0000000
15/10/18,300,114310.0000000,114370.0000000,114300.0000000,114340.0000000
15/10/18,374,114340.0000000,114390.0000000,114310.0000000,114350.0000000
15/10/18,1646,114360.0000000,114530.0000000,114330.0000000,114470.0000000
15/10/18,592,114470.0000000,114480.0000000,114410.0000000,114480.0000000
15/10/18,315,114480.0000000,114490.0000000,114410.0000000,114410.0000000
15/10/18,192,114420.0000000,114460.0000000,114410.0000000,114430.0000000
15/10/18,258,114430.0000000,114470.0000000,114420.0000000,114450.0000000
15/10/18,303,114440.0000000,114440.0000000,114400.0000000,114430.0000000
15/10/18,506,114420.0000000,114480.0000000,114390.0000000,114460.0000000
15/10/18,411,114450.0000000,114490.0000000,114420.0000000,114470.0000000
15/10/18,232,114470.0000000,114500.0000000,114420.0000000,114460.0000000
15/10/18,98,114460.0000000,114470.0000000,114410.0000000,114430.0000000
15/10/18,381,114440.0000000,114500.0000000,114420.0000000,114430.0000000
15/10/18,278,114430.0000000,114480.0000000,114420.0000000,114430.0000000
15/10/18,712,114440.0000000,114500.0000000,114420.0000000,114430.0000000
15/10/18,399,114430.0000000,114490.0000000,114430.0000000,114460.0000000
15/10/18,272,114440.0000000,114490.0000000,114420.0000000,114480.0000000
15/10/18,476,114490.0000000,114530.0000000,114400.0000000,114420.0000000
15/10/18,158,114420.0000000,114450.0000000,114410.0000000,114420.0000000
15/10/18,176,114420.0000000,114460.0000000,114410.0000000,114440.0000000
15/10/18,788,114440.0000000,114580.0000000,114440.0000000,114500.0000000
15/10/18,353,114500.0000000,114580.0000000,114500.0000000,114550.0000000
15/10/18,545,114540.0000000,114590.0000000,114520.0000000,114550.0000000
15/10/18,512,114560.0000000,114630.0000000,114560.0000000,114610.0000000
15/10/18,379,114620.0000000,114640.0000000,114590.0000000,114600.0000000
15/10/18,425,114610.0000000,114620.0000000,114560.0000000,114560.0000000
15/10/18,903,114560.0000000,114580.0000000,114500.0000000,114510.0000000
15/10/18,263,114510.0000000,114550.0000000,114510.0000000,114520.0000000
15/10/18,767,114510.0000000,114510.0000000,114390.0000000,114390.0000000
15/10/18,397,114390.0000000,114480.0000000,114390.0000000,114460.0000000
15/10/18,241,114440.0000000,114450.0000000,114420.0000000,114450.0000000
15/10/18,59,114460.0000000,114470.0000000,114430.0000000,114440.0000000
15/10/18,405,114440.0000000,114440.0000000,114370.0000000,114430.0000000
15/10/18,155,114430.0000000,114460.0000000,114420.0000000,114460.0000000
15/10/18,1109,114430.0000000,114640.0000000,114430.0000000,114580.0000000
15/10/18,1569,114590.0000000,114740.0000000,114560.0000000,114700.0000000
15/10/18,1688,114710.0000000,114760.0000000,114660.0000000,114690.0000000
15/10/18,457,114680.0000000,114750.0000000,114680.0000000,114700.0000000
15/10/18,254,114700.0000000,114710.0000000,114670.0000000,114680.0000000
15/10/18,395,114670.0000000,114730.0000000,114650.0000000,114670.0000000
15/10/18,152,114680.0000000,114690.0000000,114660.0000000,114680.0000000
15/10/18,219,114690.0000000,114690.0000000,114650.0000000,114690.0000000
15/10/18,462,114690.0000000,114750.0000000,114650.0000000,114670.0000000
15/10/18,507,114670.0000000,114700.0000000,114600.0000000,114630.0000000
15/10/18,217,114630.0000000,114680.0000000,114610.0000000,114640.0000000
15/10/18,500,114650.0000000,114660.0000000,114580.0000000,114590.0000000
15/10/18,192,114580.0000000,114630.0000000,114570.0000000,114570.0000000
15/10/18,197,114580.0000000,114650.0000000,114570.0000000,114630.0000000
15/10/18,158,114630.0000000,114640.0000000,114610.0000000,114630.0000000
15/10/18,197,114620.0000000,114670.0000000,114600.0000000,114660.0000000
15/10/18,364,114660.0000000,114740.0000000,114640.0000000,114730.0000000
15/10/18,541,114740.0000000,114780.0000000,114660.0000000,114670.0000000
15/10/18,355,114670.0000000,114700.0000000,114620.0000000,114660.0000000
15/10/18,124,114660.0000000,114720.0000000,114650.0000000,114700.0000000
15/10/18,158,114690.0000000,114700.0000000,114640.0000000,114640.0000000
15/10/18,96,114640.0000000,114700.0000000,114640.0000000,114660.0000000
15/10/18,192,114660.0000000,114660.0000000,114610.0000000,114630.0000000
15/10/18,284,114640.0000000,114700.0000000,114630.0000000,114660.0000000
15/10/18,72,114660.0000000,114660.0000000,114620.0000000,114640.0000000
15/10/18,219,114640.0000000,114680.0000000,114640.0000000,114660.0000000
15/10/18,82,114660.0000000,114660.0000000,114620.0000000,114620.0000000
15/10/18,347,114620.0000000,114630.0000000,114600.0000000,114620.0000000
15/10/18,588,114630.0000000,114780.0000000,114620.0000000,114750.0000000
15/10/18,200,114750.0000000,114750.0000000,114700.0000000,114700.0000000
15/10/18,521,114700.0000000,114780.0000000,114700.0000000,114740.0000000
15/10/18,373,114740.0000000,114740.0000000,114640.0000000,114650.0000000
15/10/18,273,114650.0000000,114690.0000000,114620.0000000,114630.0000000
15/10/18,608,114630.0000000,114630.0000000,114530.0000000,114530.0000000
15/10/18,375,114530.0000000,114550.0000000,114500.0000000,114530.0000000
15/10/18,705,114520.0000000,114530.0000000,114440.0000000,114460.0000000
15/10/18,320,114470.0000000,114510.0000000,114420.0000000,114480.0000000
15/10/18,321,114490.0000000,114540.0000000,114480.0000000,114500.0000000
15/10/18,317,114500.0000000,114500.0000000,114410.0000000,114410.0000000
15/10/18,767,114410.0000000,114440.0000000,114370.0000000,114440.0000000
15/10/18,147,114420.0000000,114460.0000000,114400.0000000,114420.0000000
15/10/18,490,114420.0000000,114430.0000000,114350.0000000,114390.0000000
15/10/18,319,114390.0000000,114400.0000000,114330.0000000,114350.0000000
15/10/18,323,114370.0000000,114460.0000000,114360.0000000,114370.0000000
15/10/18,282,114380.0000000,114380.0000000,114320.0000000,114370.0000000
15/10/18,124,114370.0000000,114400.0000000,114340.0000000,114350.0000000
15/10/18,313,114350.0000000,114360.0000000,114310.0000000,114310.0000000
15/10/18,308,114310.0000000,114360.0000000,114310.0000000,114360.0000000
15/10/18,251,114370.0000000,114370.0000000,114330.0000000,114370.0000000
15/10/18,1291,114360.0000000,114360.0000000,114170.0000000,114230.0000000
15/10/18,752,114230.0000000,114270.0000000,114200.0000000,114210.0000000
15/10/18,352,114200.0000000,114250.0000000,114170.0000000,114230.0000000
15/10/18,319,114230.0000000,114290.0000000,114210.0000000,114260.0000000
15/10/18,677,114260.0000000,114330.0000000,114210.0000000,114330.0000000
15/10/18,283,114320.0000000,114330.0000000,114220.0000000,114270.0000000
15/10/18,371,114270.0000000,114290.0000000,114250.0000000,114260.0000000
15/10/18,173,114280.0000000,114300.0000000,114240.0000000,114240.0000000
15/10/18,332,114230.0000000,114250.0000000,114200.0000000,114240.0000000
15/10/18,232,114240.0000000,114260.0000000,114200.0000000,114240.0000000
15/10/18,154,114240.0000000,114270.0000000,114220.0000000,114270.0000000
15/10/18,302,114260.0000000,114290.0000000,114230.0000000,114280.0000000
15/10/18,125,114290.0000000,114300.0000000,114240.0000000,114290.0000000
15/10/18,272,114300.0000000,114350.0000000,114280.0000000,114340.0000000
15/10/18,201,114340.0000000,114360.0000000,114310.0000000,114320.0000000
15/10/18,138,114320.0000000,114320.0000000,114280.0000000,114320.0000000
15/10/18,102,114300.0000000,114320.0000000,114270.0000000,114290.0000000
15/10/18,251,114270.0000000,114300.0000000,114220.0000000,114230.0000000
15/10/18,404,114220.0000000,114240.0000000,114180.0000000,114190.0000000
15/10/18,722,114190.0000000,114200.0000000,114120.0000000,114170.0000000
15/10/18,492,114170.0000000,114270.0000000,114160.0000000,114250.0000000
15/10/18,338,114260.0000000,114260.0000000,114140.0000000,114150.0000000
15/10/18,1579,114140.0000000,114190.0000000,114040.0000000,114070.0000000
15/10/18,861,114070.0000000,114100.0000000,114010.0000000,114070.0000000
15/10/18,911,114060.0000000,114220.0000000,114050.0000000,114200.0000000
15/10/18,296,114200.0000000,114210.0000000,114140.0000000,114170.0000000
15/10/18,298,114180.0000000,114210.0000000,114120.0000000,114140.0000000
15/10/18,222,114140.0000000,114210.0000000,114130.0000000,114170.0000000
15/10/18,152,114160.0000000,114190.0000000,114130.0000000,114190.0000000
15/10/18,648,114180.0000000,114300.0000000,114180.0000000,114240.0000000
15/10/18,564,114230.0000000,114280.0000000,114200.0000000,114280.0000000
15/10/18,445,114270.0000000,114280.0000000,114160.0000000,114190.0000000
15/10/18,433,114200.0000000,114230.0000000,114130.0000000,114150.0000000
15/10/18,105,114150.0000000,114150.0000000,114120.0000000,114130.0000000
15/10/18,184,114130.0000000,114210.0000000,114130.0000000,114190.0000000
15/10/18,326,114180.0000000,114220.0000000,114170.0000000,114210.0000000
15/10/18,169,114200.0000000,114250.0000000,114190.0000000,114250.0000000
15/10/18,395,114250.0000000,114290.0000000,114240.0000000,114240.0000000
15/10/18,329,114230.0000000,114320.0000000,114230.0000000,114280.0000000
15/10/18,108,114300.0000000,114310.0000000,114250.0000000,114280.0000000
15/10/18,80,114280.0000000,114290.0000000,114250.0000000,114280.0000000
15/10/18,231,114260.0000000,114260.0000000,114200.0000000,114240.0000000
15/10/18,101,114240.0000000,114300.0000000,114240.0000000,114290.0000000
15/10/18,124,114280.0000000,114300.0000000,114230.0000000,114260.0000000
15/10/18,104,114260.0000000,114280.0000000,114250.0000000,114270.0000000
15/10/18,181,114270.0000000,114290.0000000,114220.0000000,114290.0000000
15/10/18,105,114280.0000000,114290.0000000,114250.0000000,114280.0000000
15/10/18,173,114270.0000000,114270.0000000,114220.0000000,114260.0000000
15/10/18,235,114240.0000000,114320.0000000,114240.0000000,114320.0000000
15/10/18,865,114310.0000000,114410.0000000,114300.0000000,114390.0000000
15/10/18,290,114380.0000000,114400.0000000,114350.0000000,114370.0000000
15/10/18,213,114350.0000000,114390.0000000,114350.0000000,114370.0000000
15/10/18,127,114370.0000000,114410.0000000,114350.0000000,114360.0000000
15/10/18,573,114380.0000000,114480.0000000,114380.0000000,114440.0000000
15/10/18,481,114450.0000000,114520.0000000,114430.0000000,114450.0000000
15/10/18,263,114460.0000000,114490.0000000,114420.0000000,114430.0000000
15/10/18,623,114420.0000000,114430.0000000,114340.0000000,114380.0000000
15/10/18,283,114380.0000000,114390.0000000,114340.0000000,114370.0000000
15/10/18,356,114380.0000000,114400.0000000,114360.0000000,114370.0000000
15/10/18,185,114380.0000000,114390.0000000,114360.0000000,114390.0000000
15/10/18,505,114390.0000000,114450.0000000,114390.0000000,114420.0000000
15/10/18,257,114420.0000000,114490.0000000,114420.0000000,114470.0000000
15/10/18,485,114480.0000000,114550.0000000,114480.0000000,114520.0000000
15/10/18,384,114520.0000000,114570.0000000,114510.0000000,114550.0000000
15/10/18,310,114560.0000000,114580.0000000,114520.0000000,114540.0000000
15/10/18,233,114550.0000000,114580.0000000,114530.0000000,114570.0000000
15/10/18,540,114580.0000000,114630.0000000,114550.0000000,114570.0000000
15/10/18,508,114560.0000000,114650.0000000,114560.0000000,114620.0000000
15/10/18,562,114630.0000000,114690.0000000,114620.0000000,114620.0000000
15/10/18,562,114630.0000000,114640.0000000,114550.0000000,114550.0000000
15/10/18,593,114550.0000000,114590.0000000,114550.0000000,114550.0000000
15/10/18,539,114560.0000000,114590.0000000,114520.0000000,114580.0000000
15/10/18,100,114580.0000000,114590.0000000,114550.0000000,114560.0000000
15/10/18,166,114560.0000000,114620.0000000,114560.0000000,114580.0000000
15/10/18,1359,114570.0000000,114750.0000000,114570.0000000,114700.0000000
15/10/18,327,114720.0000000,114750.0000000,114680.0000000,114680.0000000
15/10/18,193,114690.0000000,114720.0000000,114680.0000000,114710.0000000
15/10/18,394,114700.0000000,114720.0000000,114660.0000000,114720.0000000
15/10/18,1233,114720.0000000,114830.0000000,114720.0000000,114800.0000000
15/10/18,874,114800.0000000,114810.0000000,114740.0000000,114750.0000000
15/10/18,604,114740.0000000,114840.0000000,114730.0000000,114770.0000000
15/10/18,329,114780.0000000,114780.0000000,114730.0000000,114750.0000000
15/10/18,323,114760.0000000,114790.0000000,114720.0000000,114790.0000000
15/10/18,199,114780.0000000,114800.0000000,114760.0000000,114760.0000000
15/10/18,185,114770.0000000,114780.0000000,114740.0000000,114740.0000000
15/10/18,578,114740.0000000,114740.0000000,114670.0000000,114670.0000000
15/10/18,488,114670.0000000,114750.0000000,114640.0000000,114740.0000000
15/10/18,153,114750.0000000,114760.0000000,114700.0000000,114730.0000000
15/10/18,144,114740.0000000,114740.0000000,114670.0000000,114700.0000000
15/10/18,178,114720.0000000,114760.0000000,114690.0000000,114720.0000000
15/10/18,269,114720.0000000,114730.0000000,114640.0000000,114640.0000000
15/10/18,526,114640.0000000,114650.0000000,114580.0000000,114620.0000000
15/10/18,155,114610.0000000,114640.0000000,114600.0000000,114610.0000000
15/10/18,283,114630.0000000,114650.0000000,114560.0000000,114610.0000000
15/10/18,282,114600.0000000,114660.0000000,114580.0000000,114650.0000000
15/10/18,261,114650.0000000,114690.0000000,114630.0000000,114640.0000000
15/10/18,87,114650.0000000,114690.0000000,114640.0000000,114680.0000000
15/10/18,1132,114690.0000000,114830.0000000,114680.0000000,114790.0000000
15/10/18,261,114800.0000000,114810.0000000,114750.0000000,114750.0000000
15/10/18,242,114760.0000000,114780.0000000,114740.0000000,114770.0000000
15/10/18,95,114780.0000000,114780.0000000,114750.0000000,114780.0000000
15/10/18,304,114760.0000000,114820.0000000,114750.0000000,114800.0000000
15/10/18,1597,114810.0000000,114930.0000000,114810.0000000,114910.0000000
15/10/18,528,114920.0000000,114940.0000000,114870.0000000,114910.0000000
15/10/18,409,114910.0000000,114930.0000000,114880.0000000,114900.0000000
15/10/18,261,114910.0000000,114930.0000000,114900.0000000,114920.0000000
15/10/18,641,114920.0000000,114930.0000000,114860.0000000,114880.0000000
15/10/18,1115,114870.0000000,114960.0000000,114870.0000000,114960.0000000
15/10/18,785,114960.0000000,114980.0000000,114880.0000000,114890.0000000
15/10/18,892,114890.0000000,114890.0000000,114810.0000000,114830.0000000
15/10/18,606,114830.0000000,114920.0000000,114830.0000000,114850.0000000
15/10/18,477,114860.0000000,114870.0000000,114800.0000000,114810.0000000
15/10/18,687,114810.0000000,114850.0000000,114790.0000000,114830.0000000
15/10/18,896,114810.0000000,114810.0000000,114710.0000000,114730.0000000
15/10/18,666,114730.0000000,114800.0000000,114730.0000000,114780.0000000
15/10/18,514,114780.0000000,114830.0000000,114750.0000000,114760.0000000
15/10/18,689,114760.0000000,114780.0000000,114710.0000000,114760.0000000
15/10/18,302,114760.0000000,114770.0000000,114720.0000000,114740.0000000
15/10/18,489,114730.0000000,114740.0000000,114680.0000000,114680.0000000
15/10/18,763,114690.0000000,114780.0000000,114680.0000000,114750.0000000
15/10/18,392,114750.0000000,114800.0000000,114750.0000000,114770.0000000
15/10/18,190,114770.0000000,114780.0000000,114710.0000000,114730.0000000
15/10/18,183,114730.0000000,114790.0000000,114730.0000000,114790.0000000
15/10/18,245,114770.0000000,114820.0000000,114750.0000000,114820.0000000
15/10/18,627,114810.0000000,114820.0000000,114740.0000000,114820.0000000
15/10/18,938,114820.0000000,114880.0000000,114800.0000000,114850.0000000
15/10/18,469,114860.0000000,114920.0000000,114850.0000000,114910.0000000
15/10/18,2761,114920.0000000,115100.0000000,114920.0000000,114980.0000000
15/10/18,688,114980.0000000,115050.0000000,114980.0000000,115000.0000000
15/10/18,1047,114990.0000000,115060.0000000,114970.0000000,115030.0000000
15/10/18,545,115030.0000000,115090.0000000,115010.0000000,115030.0000000
15/10/18,501,115030.0000000,115040.0000000,114970.0000000,114980.0000000
15/10/18,319,114990.0000000,115010.0000000,114960.0000000,115010.0000000
15/10/18,400,115010.0000000,115040.0000000,114950.0000000,114950.0000000
15/10/18,971,114950.0000000,114970.0000000,114880.0000000,114910.0000000
15/10/18,568,114920.0000000,115040.0000000,114910.0000000,115010.0000000
15/10/18,545,115010.0000000,115020.0000000,114930.0000000,114930.0000000
15/10/18,667,114940.0000000,114960.0000000,114830.0000000,114840.0000000
15/10/18,331,114830.0000000,114880.0000000,114830.0000000,114850.0000000
15/10/18,893,114850.0000000,114860.0000000,114750.0000000,114790.0000000
15/10/18,411,114800.0000000,114830.0000000,114760.0000000,114770.0000000
15/10/18,398,114780.0000000,114810.0000000,114760.0000000,114790.0000000
15/10/18,292,114780.0000000,114830.0000000,114760.0000000,114780.0000000
15/10/18,299,114770.0000000,114780.0000000,114710.0000000,114710.0000000
15/10/18,776,114720.0000000,114770.0000000,114700.0000000,114750.0000000
15/10/18,357,114740.0000000,114780.0000000,114720.0000000,114750.0000000
15/10/18,304,114740.0000000,114770.0000000,114710.0000000,114770.0000000
15/10/18,115,114770.0000000,114770.0000000,114740.0000000,114760.0000000
15/10/18,834,114760.0000000,114770.0000000,114620.0000000,114630.0000000
15/10/18,525,114640.0000000,114710.0000000,114630.0000000,114660.0000000
15/10/18,222,114670.0000000,114710.0000000,114670.0000000,114700.0000000
15/10/18,628,114690.0000000,114700.0000000,114630.0000000,114640.0000000
15/10/18,341,114640.0000000,114700.0000000,114630.0000000,114680.0000000
15/10/18,608,114670.0000000,114680.0000000,114600.0000000,114640.0000000
15/10/18,1593,114650.0000000,114670.0000000,114490.0000000,114550.0000000
15/10/18,747,114540.0000000,114590.0000000,114470.0000000,114570.0000000
15/10/18,448,114570.0000000,114640.0000000,114570.0000000,114580.0000000
15/10/18,611,114590.0000000,114680.0000000,114590.0000000,114620.0000000
15/10/18,353,114610.0000000,114660.0000000,114600.0000000,114660.0000000
15/10/18,813,114660.0000000,114710.0000000,114650.0000000,114700.0000000
15/10/18,570,114700.0000000,114750.0000000,114650.0000000,114660.0000000
15/10/18,328,114660.0000000,114660.0000000,114610.0000000,114630.0000000
15/10/18,460,114630.0000000,114630.0000000,114540.0000000,114550.0000000
15/10/18,900,114540.0000000,114600.0000000,114470.0000000,114500.0000000
15/10/18,1411,114500.0000000,114580.0000000,114410.0000000,114500.0000000
15/10/18,1752,114500.0000000,114750.0000000,114500.0000000,114740.0000000
15/10/18,1278,114730.0000000,114800.0000000,114540.0000000,114550.0000000
15/10/18,1297,114550.0000000,114630.0000000,114450.0000000,114500.0000000
15/10/18,391,114480.0000000,114570.0000000,114480.0000000,114480.0000000
15/10/18,530,114480.0000000,114540.0000000,114450.0000000,114450.0000000
15/10/18,3084,114450.0000000,114460.0000000,114210.0000000,114280.0000000
15/10/18,1070,114290.0000000,114320.0000000,114220.0000000,114230.0000000
15/10/18,798,114220.0000000,114280.0000000,114210.0000000,114250.0000000
15/10/18,1177,114250.0000000,114340.0000000,114210.0000000,114220.0000000
15/10/18,1492,114220.0000000,114270.0000000,114160.0000000,114210.0000000
15/10/18,1448,114230.0000000,114390.0000000,114230.0000000,114360.0000000
15/10/18,763,114340.0000000,114340.0000000,114230.0000000,114260.0000000
15/10/18,567,114270.0000000,114310.0000000,114200.0000000,114270.0000000
15/10/18,534,114280.0000000,114350.0000000,114230.0000000,114320.0000000
15/10/18,1202,114320.0000000,114430.0000000,114320.0000000,114400.0000000
15/10/18,1330,114400.0000000,114500.0000000,114380.0000000,114460.0000000
15/10/18,681,114460.0000000,114520.0000000,114430.0000000,114490.0000000
15/10/18,450,114490.0000000,114490.0000000,114410.0000000,114440.0000000
15/10/18,730,114450.0000000,114480.0000000,114370.0000000,114420.0000000
15/10/18,1156,114410.0000000,114410.0000000,114310.0000000,114350.0000000
15/10/18,181,114350.0000000,114370.0000000,114330.0000000,114370.0000000
15/10/18,402,114360.0000000,114400.0000000,114330.0000000,114360.0000000
15/10/18,516,114370.0000000,114370.0000000,114300.0000000,114320.0000000
15/10/18,831,114320.0000000,114320.0000000,114220.0000000,114280.0000000
15/10/18,943,114280.0000000,114320.0000000,114170.0000000,114180.0000000
15/10/18,1525,114190.0000000,114270.0000000,114140.0000000,114200.0000000
15/10/18,708,114210.0000000,114310.0000000,114190.0000000,114220.0000000
15/10/18,815,114220.0000000,114250.0000000,114150.0000000,114200.0000000
15/10/18,1526,114190.0000000,114190.0000000,114060.0000000,114100.0000000
15/10/18,4102,114100.0000000,114170.0000000,113900.0000000,113930.0000000
15/10/18,2241,113920.0000000,113940.0000000,113860.0000000,113870.0000000
15/10/18,2728,113860.0000000,113970.0000000,113760.0000000,113810.0000000
15/10/18,1737,113790.0000000,113810.0000000,113760.0000000,113810.0000000
15/10/18,2335,113800.0000000,113800.0000000,113690.0000000,113740.0000000
15/10/18,2583,113750.0000000,113900.0000000,113680.0000000,113870.0000000
15/10/18,720,113850.0000000,113910.0000000,113830.0000000,113890.0000000
15/10/18,815,113880.0000000,113920.0000000,113830.0000000,113860.0000000
15/10/18,533,113860.0000000,113930.0000000,113820.0000000,113930.0000000
15/10/18,924,113930.0000000,113930.0000000,113830.0000000,113850.0000000
15/10/18,851,113850.0000000,113960.0000000,113830.0000000,113910.0000000
15/10/18,554,113910.0000000,113950.0000000,113860.0000000,113930.0000000
15/10/18,601,113920.0000000,113960.0000000,113830.0000000,113850.0000000
15/10/18,823,113850.0000000,113910.0000000,113830.0000000,113870.0000000
15/10/18,803,113860.0000000,113950.0000000,113850.0000000,113880.0000000
15/10/18,1478,113890.0000000,114060.0000000,113860.0000000,114050.0000000
15/10/18,636,114040.0000000,114050.0000000,113960.0000000,114020.0000000
15/10/18,513,114010.0000000,114040.0000000,113970.0000000,114030.0000000
15/10/18,573,114030.0000000,114040.0000000,113960.0000000,113960.0000000
15/10/18,1104,113970.0000000,113970.0000000,113880.0000000,113920.0000000
15/10/18,607,113920.0000000,114020.0000000,113910.0000000,113980.0000000
15/10/18,535,114000.0000000,114060.0000000,113970.0000000,114060.0000000
15/10/18,1496,114050.0000000,114110.0000000,114020.0000000,114050.0000000
15/10/18,680,114040.0000000,114110.0000000,114040.0000000,114070.0000000
15/10/18,1435,114070.0000000,114230.0000000,114050.0000000,114200.0000000
15/10/18,2443,114200.0000000,114380.0000000,114200.0000000,114350.0000000
15/10/18,1754,114360.0000000,114490.0000000,114360.0000000,114390.0000000
15/10/18,716,114400.0000000,114420.0000000,114360.0000000,114370.0000000
15/10/18,588,114380.0000000,114390.0000000,114320.0000000,114340.0000000
15/10/18,565,114350.0000000,114440.0000000,114350.0000000,114390.0000000
15/10/18,943,114390.0000000,114490.0000000,114380.0000000,114450.0000000
15/10/18,1630,114460.0000000,114590.0000000,114430.0000000,114440.0000000
15/10/18,909,114450.0000000,114450.0000000,114330.0000000,114350.0000000
15/10/18,1084,114360.0000000,114510.0000000,114360.0000000,114470.0000000
15/10/18,964,114470.0000000,114590.0000000,114430.0000000,114570.0000000
15/10/18,2803,114580.0000000,114740.0000000,114540.0000000,114710.0000000
15/10/18,1327,114710.0000000,114740.0000000,114640.0000000,114650.0000000
15/10/18,879,114650.0000000,114730.0000000,114640.0000000,114730.0000000
15/10/18,690,114710.0000000,114730.0000000,114630.0000000,114640.0000000
15/10/18,385,114640.0000000,114690.0000000,114630.0000000,114660.0000000
15/10/18,637,114670.0000000,114680.0000000,114600.0000000,114600.0000000
15/10/18,997,114600.0000000,114650.0000000,114560.0000000,114590.0000000
