<DATE>,<VOL>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
13/12/18,1085,112130.0000000,112160.0000000,112080.0000000,112130.0000000
13/12/18,309,112140.0000000,112140.0000000,112090.0000000,112110.0000000
13/12/18,346,112120.0000000,112160.0000000,112090.0000000,112120.0000000
13/12/18,304,112120.0000000,112130.0000000,112060.0000000,112110.0000000
13/12/18,522,112120.0000000,112210.0000000,112120.0000000,112170.0000000
13/12/18,566,112180.0000000,112250.0000000,112160.0000000,112180.0000000
13/12/18,301,112180.0000000,112230.0000000,112170.0000000,112220.0000000
13/12/18,204,112220.0000000,112240.0000000,112180.0000000,112200.0000000
13/12/18,294,112220.0000000,112250.0000000,112190.0000000,112240.0000000
13/12/18,325,112240.0000000,112240.0000000,112140.0000000,112160.0000000
13/12/18,231,112170.0000000,112210.0000000,112140.0000000,112160.0000000
13/12/18,179,112160.0000000,112190.0000000,112140.0000000,112170.0000000
13/12/18,616,112170.0000000,112170.0000000,112060.0000000,112080.0000000
13/12/18,174,112070.0000000,112120.0000000,112070.0000000,112120.0000000
13/12/18,369,112130.0000000,112170.0000000,112100.0000000,112150.0000000
13/12/18,1201,112150.0000000,112190.0000000,112020.0000000,112020.0000000
13/12/18,2581,112020.0000000,112070.0000000,111910.0000000,112060.0000000
13/12/18,1645,112070.0000000,112230.0000000,112060.0000000,112210.0000000
13/12/18,1863,112210.0000000,112400.0000000,112170.0000000,112360.0000000
13/12/18,1143,112370.0000000,112430.0000000,112320.0000000,112430.0000000
13/12/18,851,112410.0000000,112420.0000000,112320.0000000,112340.0000000
13/12/18,608,112350.0000000,112400.0000000,112340.0000000,112370.0000000
13/12/18,1531,112360.0000000,112490.0000000,112290.0000000,112450.0000000
13/12/18,1192,112460.0000000,112520.0000000,112360.0000000,112380.0000000
13/12/18,691,112380.0000000,112420.0000000,112280.0000000,112330.0000000
13/12/18,876,112330.0000000,112440.0000000,112290.0000000,112380.0000000
13/12/18,518,112380.0000000,112440.0000000,112350.0000000,112380.0000000
13/12/18,471,112370.0000000,112390.0000000,112310.0000000,112370.0000000
13/12/18,354,112380.0000000,112390.0000000,112320.0000000,112340.0000000
13/12/18,635,112340.0000000,112430.0000000,112320.0000000,112430.0000000
13/12/18,1411,112420.0000000,112500.0000000,112400.0000000,112460.0000000
13/12/18,594,112480.0000000,112500.0000000,112440.0000000,112490.0000000
13/12/18,869,112490.0000000,112520.0000000,112430.0000000,112430.0000000
13/12/18,411,112440.0000000,112510.0000000,112430.0000000,112440.0000000
13/12/18,700,112450.0000000,112470.0000000,112340.0000000,112360.0000000
13/12/18,1073,112360.0000000,112360.0000000,112260.0000000,112330.0000000
13/12/18,348,112320.0000000,112380.0000000,112310.0000000,112320.0000000
13/12/18,192,112340.0000000,112370.0000000,112310.0000000,112360.0000000
13/12/18,627,112370.0000000,112440.0000000,112320.0000000,112430.0000000
13/12/18,3430,112430.0000000,112710.0000000,112430.0000000,112680.0000000
13/12/18,2208,112670.0000000,112730.0000000,112620.0000000,112630.0000000
13/12/18,888,112640.0000000,112650.0000000,112560.0000000,112600.0000000
13/12/18,559,112620.0000000,112660.0000000,112570.0000000,112590.0000000
13/12/18,569,112590.0000000,112590.0000000,112520.0000000,112540.0000000
13/12/18,388,112540.0000000,112560.0000000,112510.0000000,112520.0000000
13/12/18,1002,112530.0000000,112550.0000000,112480.0000000,112510.0000000
13/12/18,827,112520.0000000,112590.0000000,112520.0000000,112580.0000000
13/12/18,710,112580.0000000,112640.0000000,112570.0000000,112610.0000000
13/12/18,361,112590.0000000,112630.0000000,112550.0000000,112550.0000000
13/12/18,591,112570.0000000,112630.0000000,112570.0000000,112580.0000000
13/12/18,872,112600.0000000,112620.0000000,112540.0000000,112560.0000000
13/12/18,431,112550.0000000,112580.0000000,112500.0000000,112550.0000000
13/12/18,239,112550.0000000,112550.0000000,112490.0000000,112530.0000000
13/12/18,439,112510.0000000,112550.0000000,112470.0000000,112520.0000000
13/12/18,181,112520.0000000,112530.0000000,112490.0000000,112510.0000000
13/12/18,404,112510.0000000,112510.0000000,112430.0000000,112490.0000000
13/12/18,531,112480.0000000,112480.0000000,112410.0000000,112410.0000000
13/12/18,438,112430.0000000,112510.0000000,112430.0000000,112490.0000000
13/12/18,270,112500.0000000,112530.0000000,112470.0000000,112530.0000000
13/12/18,431,112530.0000000,112560.0000000,112460.0000000,112560.0000000
13/12/18,370,112560.0000000,112570.0000000,112490.0000000,112510.0000000
13/12/18,268,112510.0000000,112560.0000000,112500.0000000,112530.0000000
13/12/18,746,112540.0000000,112540.0000000,112440.0000000,112520.0000000
13/12/18,487,112520.0000000,112600.0000000,112520.0000000,112590.0000000
13/12/18,333,112590.0000000,112610.0000000,112570.0000000,112610.0000000
13/12/18,709,112610.0000000,112680.0000000,112580.0000000,112680.0000000
13/12/18,1433,112680.0000000,112750.0000000,112670.0000000,112750.0000000
13/12/18,790,112750.0000000,112760.0000000,112710.0000000,112710.0000000
13/12/18,1857,112720.0000000,112730.0000000,112590.0000000,112590.0000000
13/12/18,439,112600.0000000,112700.0000000,112580.0000000,112680.0000000
13/12/18,370,112670.0000000,112670.0000000,112620.0000000,112650.0000000
13/12/18,115,112650.0000000,112670.0000000,112640.0000000,112660.0000000
13/12/18,553,112660.0000000,112660.0000000,112530.0000000,112550.0000000
13/12/18,335,112540.0000000,112600.0000000,112530.0000000,112570.0000000
13/12/18,469,112560.0000000,112570.0000000,112480.0000000,112500.0000000
13/12/18,1009,112480.0000000,112530.0000000,112460.0000000,112530.0000000
13/12/18,791,112520.0000000,112570.0000000,112480.0000000,112570.0000000
13/12/18,490,112570.0000000,112610.0000000,112550.0000000,112590.0000000
13/12/18,459,112590.0000000,112610.0000000,112540.0000000,112550.0000000
13/12/18,253,112540.0000000,112590.0000000,112520.0000000,112590.0000000
13/12/18,353,112600.0000000,112610.0000000,112550.0000000,112580.0000000
13/12/18,153,112580.0000000,112590.0000000,112540.0000000,112590.0000000
13/12/18,447,112590.0000000,112640.0000000,112590.0000000,112630.0000000
13/12/18,111,112640.0000000,112640.0000000,112600.0000000,112630.0000000
13/12/18,731,112630.0000000,112630.0000000,112510.0000000,112530.0000000
13/12/18,616,112530.0000000,112630.0000000,112530.0000000,112590.0000000
13/12/18,612,112590.0000000,112600.0000000,112480.0000000,112510.0000000
13/12/18,136,112510.0000000,112530.0000000,112500.0000000,112530.0000000
13/12/18,2338,112520.0000000,112540.0000000,112310.0000000,112330.0000000
13/12/18,1911,112330.0000000,112360.0000000,112180.0000000,112240.0000000
13/12/18,1111,112240.0000000,112310.0000000,112190.0000000,112270.0000000
13/12/18,482,112270.0000000,112290.0000000,112210.0000000,112250.0000000
13/12/18,168,112250.0000000,112300.0000000,112250.0000000,112260.0000000
13/12/18,407,112280.0000000,112320.0000000,112270.0000000,112310.0000000
13/12/18,316,112310.0000000,112340.0000000,112260.0000000,112330.0000000
13/12/18,448,112330.0000000,112360.0000000,112270.0000000,112270.0000000
13/12/18,955,112270.0000000,112280.0000000,112200.0000000,112280.0000000
13/12/18,570,112260.0000000,112330.0000000,112260.0000000,112300.0000000
13/12/18,501,112300.0000000,112340.0000000,112300.0000000,112320.0000000
13/12/18,493,112330.0000000,112360.0000000,112310.0000000,112360.0000000
13/12/18,532,112340.0000000,112350.0000000,112280.0000000,112290.0000000
13/12/18,235,112300.0000000,112340.0000000,112260.0000000,112340.0000000
13/12/18,485,112320.0000000,112390.0000000,112280.0000000,112370.0000000
13/12/18,669,112370.0000000,112440.0000000,112350.0000000,112380.0000000
13/12/18,471,112380.0000000,112400.0000000,112330.0000000,112390.0000000
13/12/18,478,112390.0000000,112460.0000000,112360.0000000,112440.0000000
13/12/18,1265,112440.0000000,112540.0000000,112440.0000000,112530.0000000
13/12/18,309,112510.0000000,112530.0000000,112450.0000000,112520.0000000
13/12/18,248,112520.0000000,112540.0000000,112480.0000000,112490.0000000
13/12/18,313,112480.0000000,112490.0000000,112450.0000000,112460.0000000
13/12/18,156,112480.0000000,112500.0000000,112460.0000000,112470.0000000
13/12/18,392,112470.0000000,112470.0000000,112410.0000000,112440.0000000
13/12/18,194,112430.0000000,112450.0000000,112410.0000000,112430.0000000
13/12/18,337,112420.0000000,112430.0000000,112330.0000000,112330.0000000
13/12/18,287,112330.0000000,112430.0000000,112330.0000000,112420.0000000
13/12/18,234,112410.0000000,112450.0000000,112400.0000000,112400.0000000
13/12/18,658,112400.0000000,112450.0000000,112310.0000000,112370.0000000
13/12/18,418,112370.0000000,112470.0000000,112370.0000000,112460.0000000
13/12/18,205,112460.0000000,112490.0000000,112420.0000000,112490.0000000
13/12/18,228,112480.0000000,112490.0000000,112400.0000000,112410.0000000
13/12/18,322,112400.0000000,112410.0000000,112350.0000000,112400.0000000
13/12/18,403,112390.0000000,112490.0000000,112390.0000000,112420.0000000
13/12/18,149,112450.0000000,112450.0000000,112410.0000000,112420.0000000
13/12/18,746,112430.0000000,112440.0000000,112300.0000000,112310.0000000
13/12/18,359,112300.0000000,112340.0000000,112300.0000000,112340.0000000
13/12/18,546,112330.0000000,112380.0000000,112260.0000000,112300.0000000
13/12/18,455,112300.0000000,112300.0000000,112220.0000000,112220.0000000
13/12/18,691,112210.0000000,112250.0000000,112200.0000000,112210.0000000
13/12/18,621,112200.0000000,112230.0000000,112150.0000000,112180.0000000
13/12/18,1312,112190.0000000,112210.0000000,112100.0000000,112200.0000000
13/12/18,525,112210.0000000,112240.0000000,112140.0000000,112210.0000000
13/12/18,1024,112210.0000000,112210.0000000,112080.0000000,112180.0000000
13/12/18,338,112190.0000000,112240.0000000,112160.0000000,112200.0000000
13/12/18,137,112200.0000000,112220.0000000,112170.0000000,112200.0000000
13/12/18,507,112200.0000000,112200.0000000,112120.0000000,112150.0000000
13/12/18,708,112140.0000000,112190.0000000,112110.0000000,112170.0000000
13/12/18,686,112180.0000000,112270.0000000,112170.0000000,112240.0000000
13/12/18,554,112250.0000000,112290.0000000,112240.0000000,112290.0000000
13/12/18,319,112290.0000000,112300.0000000,112220.0000000,112230.0000000
13/12/18,366,112220.0000000,112270.0000000,112190.0000000,112240.0000000
13/12/18,250,112240.0000000,112270.0000000,112210.0000000,112230.0000000
13/12/18,174,112240.0000000,112240.0000000,112180.0000000,112210.0000000
13/12/18,269,112220.0000000,112250.0000000,112170.0000000,112250.0000000
13/12/18,296,112250.0000000,112280.0000000,112190.0000000,112260.0000000
13/12/18,659,112270.0000000,112330.0000000,112260.0000000,112280.0000000
13/12/18,233,112270.0000000,112290.0000000,112240.0000000,112260.0000000
13/12/18,329,112260.0000000,112310.0000000,112250.0000000,112280.0000000
13/12/18,339,112270.0000000,112280.0000000,112240.0000000,112260.0000000
13/12/18,288,112260.0000000,112270.0000000,112200.0000000,112200.0000000
13/12/18,339,112200.0000000,112250.0000000,112180.0000000,112240.0000000
13/12/18,308,112230.0000000,112260.0000000,112180.0000000,112190.0000000
13/12/18,133,112210.0000000,112280.0000000,112210.0000000,112260.0000000
13/12/18,182,112270.0000000,112280.0000000,112220.0000000,112230.0000000
13/12/18,326,112220.0000000,112240.0000000,112200.0000000,112230.0000000
13/12/18,447,112220.0000000,112220.0000000,112150.0000000,112190.0000000
13/12/18,574,112170.0000000,112180.0000000,112130.0000000,112140.0000000
13/12/18,544,112130.0000000,112160.0000000,112110.0000000,112150.0000000
13/12/18,692,112150.0000000,112200.0000000,112110.0000000,112110.0000000
13/12/18,306,112110.0000000,112180.0000000,112100.0000000,112160.0000000
13/12/18,82,112160.0000000,112180.0000000,112150.0000000,112180.0000000
13/12/18,645,112160.0000000,112180.0000000,112080.0000000,112080.0000000
13/12/18,1102,112080.0000000,112090.0000000,112020.0000000,112020.0000000
13/12/18,458,112020.0000000,112100.0000000,112010.0000000,112080.0000000
13/12/18,309,112070.0000000,112100.0000000,112060.0000000,112100.0000000
13/12/18,221,112090.0000000,112120.0000000,112070.0000000,112100.0000000
13/12/18,528,112090.0000000,112110.0000000,112010.0000000,112010.0000000
13/12/18,825,112010.0000000,112090.0000000,111990.0000000,112090.0000000
13/12/18,1508,112090.0000000,112150.0000000,112050.0000000,112150.0000000
13/12/18,521,112140.0000000,112160.0000000,112080.0000000,112160.0000000
13/12/18,589,112160.0000000,112200.0000000,112140.0000000,112180.0000000
13/12/18,399,112180.0000000,112190.0000000,112130.0000000,112180.0000000
13/12/18,1468,112190.0000000,112270.0000000,112180.0000000,112260.0000000
13/12/18,631,112260.0000000,112270.0000000,112220.0000000,112260.0000000
13/12/18,272,112260.0000000,112260.0000000,112200.0000000,112230.0000000
13/12/18,302,112230.0000000,112230.0000000,112170.0000000,112180.0000000
13/12/18,359,112180.0000000,112190.0000000,112140.0000000,112170.0000000
13/12/18,881,112180.0000000,112180.0000000,112060.0000000,112140.0000000
13/12/18,921,112140.0000000,112270.0000000,112140.0000000,112210.0000000
13/12/18,267,112210.0000000,112220.0000000,112160.0000000,112160.0000000
13/12/18,305,112180.0000000,112240.0000000,112170.0000000,112200.0000000
13/12/18,128,112180.0000000,112190.0000000,112140.0000000,112160.0000000
13/12/18,90,112150.0000000,112180.0000000,112130.0000000,112170.0000000
13/12/18,177,112200.0000000,112230.0000000,112180.0000000,112200.0000000
13/12/18,215,112190.0000000,112240.0000000,112190.0000000,112220.0000000
13/12/18,260,112220.0000000,112250.0000000,112180.0000000,112190.0000000
13/12/18,797,112200.0000000,112320.0000000,112190.0000000,112300.0000000
13/12/18,903,112300.0000000,112380.0000000,112270.0000000,112300.0000000
13/12/18,480,112280.0000000,112320.0000000,112250.0000000,112280.0000000
13/12/18,298,112290.0000000,112350.0000000,112270.0000000,112340.0000000
13/12/18,158,112340.0000000,112350.0000000,112320.0000000,112320.0000000
13/12/18,314,112320.0000000,112330.0000000,112250.0000000,112270.0000000
13/12/18,168,112270.0000000,112290.0000000,112250.0000000,112270.0000000
13/12/18,392,112270.0000000,112270.0000000,112220.0000000,112220.0000000
13/12/18,386,112230.0000000,112230.0000000,112160.0000000,112210.0000000
13/12/18,253,112200.0000000,112220.0000000,112170.0000000,112210.0000000
13/12/18,700,112210.0000000,112280.0000000,112210.0000000,112210.0000000
13/12/18,424,112220.0000000,112240.0000000,112130.0000000,112170.0000000
13/12/18,896,112170.0000000,112200.0000000,112100.0000000,112180.0000000
13/12/18,789,112190.0000000,112320.0000000,112180.0000000,112280.0000000
13/12/18,494,112300.0000000,112320.0000000,112280.0000000,112300.0000000
13/12/18,316,112290.0000000,112350.0000000,112290.0000000,112300.0000000
13/12/18,118,112290.0000000,112310.0000000,112270.0000000,112310.0000000
13/12/18,274,112300.0000000,112360.0000000,112300.0000000,112330.0000000
13/12/18,295,112320.0000000,112320.0000000,112250.0000000,112270.0000000
13/12/18,135,112280.0000000,112300.0000000,112250.0000000,112290.0000000
13/12/18,554,112290.0000000,112370.0000000,112270.0000000,112350.0000000
13/12/18,1142,112350.0000000,112430.0000000,112320.0000000,112420.0000000
13/12/18,780,112410.0000000,112440.0000000,112380.0000000,112380.0000000
13/12/18,1058,112390.0000000,112460.0000000,112380.0000000,112440.0000000
13/12/18,777,112440.0000000,112490.0000000,112430.0000000,112440.0000000
13/12/18,863,112440.0000000,112450.0000000,112390.0000000,112440.0000000
13/12/18,329,112440.0000000,112460.0000000,112400.0000000,112430.0000000
13/12/18,414,112420.0000000,112440.0000000,112390.0000000,112390.0000000
13/12/18,370,112390.0000000,112420.0000000,112370.0000000,112380.0000000
13/12/18,135,112380.0000000,112400.0000000,112380.0000000,112380.0000000
13/12/18,205,112380.0000000,112410.0000000,112350.0000000,112400.0000000
13/12/18,152,112390.0000000,112390.0000000,112340.0000000,112370.0000000
13/12/18,249,112350.0000000,112360.0000000,112330.0000000,112340.0000000
13/12/18,140,112350.0000000,112370.0000000,112320.0000000,112330.0000000
13/12/18,261,112340.0000000,112380.0000000,112320.0000000,112350.0000000
13/12/18,270,112350.0000000,112350.0000000,112300.0000000,112300.0000000
13/12/18,379,112310.0000000,112360.0000000,112280.0000000,112360.0000000
13/12/18,124,112350.0000000,112360.0000000,112310.0000000,112340.0000000
13/12/18,261,112330.0000000,112360.0000000,112310.0000000,112340.0000000
13/12/18,105,112330.0000000,112370.0000000,112320.0000000,112360.0000000
13/12/18,263,112360.0000000,112390.0000000,112360.0000000,112380.0000000
13/12/18,214,112390.0000000,112400.0000000,112320.0000000,112330.0000000
13/12/18,259,112340.0000000,112380.0000000,112330.0000000,112360.0000000
13/12/18,577,112350.0000000,112350.0000000,112260.0000000,112260.0000000
13/12/18,230,112260.0000000,112300.0000000,112260.0000000,112300.0000000
13/12/18,512,112290.0000000,112290.0000000,112210.0000000,112210.0000000
13/12/18,334,112200.0000000,112270.0000000,112200.0000000,112260.0000000
13/12/18,123,112240.0000000,112260.0000000,112220.0000000,112250.0000000
13/12/18,160,112240.0000000,112270.0000000,112210.0000000,112240.0000000
13/12/18,75,112240.0000000,112260.0000000,112230.0000000,112250.0000000
13/12/18,882,112240.0000000,112250.0000000,112160.0000000,112180.0000000
13/12/18,528,112180.0000000,112180.0000000,112110.0000000,112120.0000000
13/12/18,382,112120.0000000,112180.0000000,112110.0000000,112120.0000000
13/12/18,672,112120.0000000,112170.0000000,112120.0000000,112130.0000000
13/12/18,1374,112140.0000000,112140.0000000,112040.0000000,112080.0000000
13/12/18,601,112090.0000000,112090.0000000,112020.0000000,112040.0000000
13/12/18,461,112030.0000000,112100.0000000,112030.0000000,112060.0000000
13/12/18,203,112060.0000000,112070.0000000,112040.0000000,112040.0000000
13/12/18,147,112050.0000000,112050.0000000,112030.0000000,112050.0000000
13/12/18,3356,112050.0000000,112050.0000000,111860.0000000,111880.0000000
13/12/18,1150,111870.0000000,111910.0000000,111850.0000000,111900.0000000
13/12/18,3852,111890.0000000,111900.0000000,111700.0000000,111700.0000000
13/12/18,2311,111720.0000000,111750.0000000,111670.0000000,111720.0000000
13/12/18,1267,111710.0000000,111780.0000000,111700.0000000,111750.0000000
13/12/18,721,111760.0000000,111770.0000000,111720.0000000,111730.0000000
13/12/18,1337,111750.0000000,111810.0000000,111730.0000000,111790.0000000
13/12/18,565,111790.0000000,111810.0000000,111770.0000000,111790.0000000
13/12/18,402,111790.0000000,111810.0000000,111770.0000000,111770.0000000
13/12/18,1127,111760.0000000,111890.0000000,111760.0000000,111850.0000000
13/12/18,465,111840.0000000,111860.0000000,111800.0000000,111810.0000000
13/12/18,532,111810.0000000,111870.0000000,111800.0000000,111850.0000000
13/12/18,852,111840.0000000,111930.0000000,111840.0000000,111930.0000000
13/12/18,470,111930.0000000,111930.0000000,111860.0000000,111890.0000000
13/12/18,175,111890.0000000,111920.0000000,111870.0000000,111920.0000000
13/12/18,217,111920.0000000,111920.0000000,111870.0000000,111880.0000000
13/12/18,447,111890.0000000,111940.0000000,111870.0000000,111910.0000000
13/12/18,395,111920.0000000,111950.0000000,111880.0000000,111880.0000000
13/12/18,1159,111880.0000000,111890.0000000,111800.0000000,111840.0000000
13/12/18,725,111850.0000000,111860.0000000,111750.0000000,111800.0000000
13/12/18,1067,111790.0000000,111850.0000000,111740.0000000,111750.0000000
13/12/18,1123,111750.0000000,111760.0000000,111680.0000000,111730.0000000
13/12/18,593,111720.0000000,111830.0000000,111720.0000000,111820.0000000
13/12/18,391,111810.0000000,111850.0000000,111780.0000000,111830.0000000
13/12/18,345,111830.0000000,111860.0000000,111810.0000000,111860.0000000
13/12/18,266,111860.0000000,111860.0000000,111760.0000000,111770.0000000
13/12/18,292,111770.0000000,111830.0000000,111760.0000000,111820.0000000
13/12/18,406,111820.0000000,111860.0000000,111810.0000000,111830.0000000
13/12/18,297,111830.0000000,111830.0000000,111800.0000000,111800.0000000
13/12/18,145,111810.0000000,111820.0000000,111760.0000000,111790.0000000
13/12/18,389,111790.0000000,111890.0000000,111790.0000000,111870.0000000
13/12/18,241,111860.0000000,111860.0000000,111830.0000000,111850.0000000
13/12/18,362,111830.0000000,111900.0000000,111830.0000000,111870.0000000
13/12/18,1708,111870.0000000,112010.0000000,111860.0000000,111960.0000000
13/12/18,663,111960.0000000,111970.0000000,111820.0000000,111830.0000000
13/12/18,275,111840.0000000,111900.0000000,111830.0000000,111880.0000000
13/12/18,439,111880.0000000,111940.0000000,111860.0000000,111930.0000000
13/12/18,369,111940.0000000,111960.0000000,111900.0000000,111900.0000000
13/12/18,204,111910.0000000,111940.0000000,111890.0000000,111890.0000000
13/12/18,119,111900.0000000,111910.0000000,111870.0000000,111870.0000000
13/12/18,2589,111860.0000000,111870.0000000,111680.0000000,111740.0000000
13/12/18,514,111740.0000000,111820.0000000,111730.0000000,111820.0000000
13/12/18,427,111820.0000000,111910.0000000,111820.0000000,111880.0000000
13/12/18,343,111890.0000000,111910.0000000,111850.0000000,111890.0000000
13/12/18,185,111870.0000000,111870.0000000,111830.0000000,111850.0000000
13/12/18,179,111870.0000000,111920.0000000,111860.0000000,111920.0000000
13/12/18,460,111920.0000000,111950.0000000,111840.0000000,111850.0000000
13/12/18,91,111870.0000000,111880.0000000,111840.0000000,111840.0000000
13/12/18,101,111830.0000000,111860.0000000,111820.0000000,111850.0000000
13/12/18,99,111850.0000000,111880.0000000,111830.0000000,111850.0000000
13/12/18,331,111860.0000000,111880.0000000,111840.0000000,111840.0000000
13/12/18,960,111860.0000000,111860.0000000,111770.0000000,111790.0000000
13/12/18,1311,111790.0000000,111880.0000000,111780.0000000,111840.0000000
13/12/18,723,111840.0000000,111840.0000000,111750.0000000,111820.0000000
13/12/18,211,111820.0000000,111850.0000000,111800.0000000,111830.0000000
13/12/18,183,111820.0000000,111850.0000000,111800.0000000,111840.0000000
13/12/18,335,111840.0000000,111850.0000000,111790.0000000,111800.0000000
13/12/18,362,111790.0000000,111830.0000000,111760.0000000,111790.0000000
13/12/18,290,111800.0000000,111830.0000000,111800.0000000,111810.0000000
13/12/18,319,111810.0000000,111850.0000000,111800.0000000,111850.0000000
13/12/18,819,111850.0000000,111900.0000000,111820.0000000,111880.0000000
13/12/18,694,111900.0000000,111900.0000000,111790.0000000,111840.0000000
13/12/18,771,111850.0000000,111940.0000000,111840.0000000,111860.0000000
13/12/18,239,111850.0000000,111890.0000000,111830.0000000,111870.0000000
13/12/18,304,111880.0000000,111910.0000000,111850.0000000,111870.0000000
13/12/18,425,111880.0000000,111920.0000000,111860.0000000,111870.0000000
13/12/18,904,111880.0000000,111990.0000000,111860.0000000,111910.0000000
13/12/18,399,111920.0000000,111960.0000000,111900.0000000,111940.0000000
13/12/18,416,111950.0000000,111960.0000000,111860.0000000,111870.0000000
13/12/18,413,111870.0000000,111920.0000000,111850.0000000,111920.0000000
13/12/18,357,111910.0000000,111980.0000000,111900.0000000,111980.0000000
13/12/18,477,111980.0000000,111990.0000000,111930.0000000,111930.0000000
13/12/18,1893,111930.0000000,111940.0000000,111850.0000000,111900.0000000
13/12/18,164,111910.0000000,111920.0000000,111860.0000000,111880.0000000
13/12/18,274,111880.0000000,111890.0000000,111870.0000000,111880.0000000
13/12/18,969,111880.0000000,111900.0000000,111810.0000000,111840.0000000
13/12/18,433,111840.0000000,111880.0000000,111810.0000000,111870.0000000
13/12/18,247,111870.0000000,111890.0000000,111860.0000000,111870.0000000
13/12/18,130,111870.0000000,111900.0000000,111860.0000000,111890.0000000
13/12/18,681,111890.0000000,111910.0000000,111860.0000000,111870.0000000
13/12/18,1471,111880.0000000,111920.0000000,111880.0000000,111900.0000000
13/12/18,257,111910.0000000,111920.0000000,111870.0000000,111880.0000000
13/12/18,335,111880.0000000,111890.0000000,111840.0000000,111860.0000000
13/12/18,407,111850.0000000,111880.0000000,111840.0000000,111850.0000000
13/12/18,439,111860.0000000,111870.0000000,111820.0000000,111850.0000000
13/12/18,303,111850.0000000,111860.0000000,111830.0000000,111850.0000000
13/12/18,361,111850.0000000,111860.0000000,111810.0000000,111830.0000000
13/12/18,354,111830.0000000,111870.0000000,111820.0000000,111840.0000000
13/12/18,348,111840.0000000,111860.0000000,111810.0000000,111820.0000000
13/12/18,218,111820.0000000,111870.0000000,111820.0000000,111850.0000000
13/12/18,662,111840.0000000,111880.0000000,111830.0000000,111870.0000000
13/12/18,454,111870.0000000,111890.0000000,111820.0000000,111840.0000000
13/12/18,503,111830.0000000,111890.0000000,111830.0000000,111850.0000000
13/12/18,278,111850.0000000,111890.0000000,111840.0000000,111880.0000000
13/12/18,275,111880.0000000,111880.0000000,111840.0000000,111870.0000000
13/12/18,483,111870.0000000,111880.0000000,111850.0000000,111850.0000000
13/12/18,276,111860.0000000,111880.0000000,111850.0000000,111870.0000000
13/12/18,361,111880.0000000,111880.0000000,111850.0000000,111860.0000000
13/12/18,792,111850.0000000,111940.0000000,111840.0000000,111900.0000000
13/12/18,388,111890.0000000,111930.0000000,111850.0000000,111920.0000000
13/12/18,398,111920.0000000,111930.0000000,111880.0000000,111900.0000000
13/12/18,632,111910.0000000,111910.0000000,111820.0000000,111830.0000000
13/12/18,868,111830.0000000,111840.0000000,111800.0000000,111830.0000000
13/12/18,717,111830.0000000,111860.0000000,111800.0000000,111810.0000000
13/12/18,1252,111830.0000000,111930.0000000,111820.0000000,111840.0000000
13/12/18,823,111840.0000000,111900.0000000,111790.0000000,111840.0000000
13/12/18,717,111840.0000000,111920.0000000,111810.0000000,111870.0000000
13/12/18,875,111880.0000000,111900.0000000,111840.0000000,111860.0000000
13/12/18,534,111870.0000000,111910.0000000,111850.0000000,111880.0000000
13/12/18,358,111890.0000000,111930.0000000,111890.0000000,111900.0000000
13/12/18,892,111880.0000000,111900.0000000,111870.0000000,111870.0000000
13/12/18,469,111870.0000000,111890.0000000,111850.0000000,111850.0000000
13/12/18,1090,111840.0000000,111860.0000000,111780.0000000,111780.0000000
13/12/18,856,111780.0000000,111820.0000000,111770.0000000,111770.0000000
13/12/18,379,111770.0000000,111840.0000000,111770.0000000,111840.0000000
13/12/18,1131,111850.0000000,111900.0000000,111850.0000000,111890.0000000
13/12/18,1582,111880.0000000,111930.0000000,111860.0000000,111900.0000000
13/12/18,5724,111910.0000000,111930.0000000,111620.0000000,111650.0000000
13/12/18,1135,111660.0000000,111770.0000000,111650.0000000,111770.0000000
13/12/18,354,111750.0000000,111780.0000000,111730.0000000,111760.0000000
13/12/18,495,111760.0000000,111800.0000000,111750.0000000,111790.0000000
13/12/18,536,111790.0000000,111830.0000000,111770.0000000,111830.0000000
13/12/18,616,111830.0000000,111870.0000000,111820.0000000,111850.0000000
13/12/18,915,111860.0000000,111910.0000000,111830.0000000,111850.0000000
13/12/18,1242,111850.0000000,111960.0000000,111850.0000000,111940.0000000
13/12/18,2400,111940.0000000,112060.0000000,111930.0000000,111980.0000000
13/12/18,1037,111980.0000000,112010.0000000,111920.0000000,111960.0000000
13/12/18,2873,111950.0000000,112210.0000000,111930.0000000,112160.0000000
13/12/18,2005,112160.0000000,112310.0000000,112150.0000000,112220.0000000
13/12/18,812,112220.0000000,112260.0000000,112200.0000000,112260.0000000
13/12/18,1691,112250.0000000,112360.0000000,112220.0000000,112280.0000000
13/12/18,1319,112290.0000000,112340.0000000,112270.0000000,112280.0000000
13/12/18,518,112280.0000000,112310.0000000,112270.0000000,112290.0000000
13/12/18,1172,112280.0000000,112350.0000000,112270.0000000,112290.0000000
13/12/18,1043,112290.0000000,112300.0000000,112240.0000000,112270.0000000
13/12/18,210,112270.0000000,112310.0000000,112260.0000000,112290.0000000
13/12/18,1831,112300.0000000,112380.0000000,112280.0000000,112380.0000000
13/12/18,1199,112370.0000000,112380.0000000,112290.0000000,112320.0000000
13/12/18,584,112310.0000000,112360.0000000,112310.0000000,112330.0000000
13/12/18,1459,112340.0000000,112340.0000000,112240.0000000,112270.0000000
13/12/18,410,112290.0000000,112320.0000000,112270.0000000,112300.0000000
13/12/18,832,112310.0000000,112320.0000000,112240.0000000,112260.0000000
